example_id,conversation_id,customer_tweet_id,customer_message,brand,intent,difficulty,annotation_notes
GOLDEN_129,1577221,1577229,@AmazonHelp This link not working..,AmazonHelp,damaged_defective_item,medium,Verified from Test Split conversation 1577221.
GOLDEN_130,966793,966797,"@AmazonHelp 4:10 PMDelivery Delay Carrier: USPS, Tracking #: 937488__credit_card__",AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 966793.
GOLDEN_131,2849069,2849069,@115830 Why is prime delivery now 3 days instead of 1? Isn’t 3 days big standard delivery?,AmazonHelp,prime_subscription_services,medium,Verified from Test Split conversation 2849069.
GOLDEN_132,526634,526636,"@AmazonHelp No, I get it. Its like the last time I tried to buy 5 gift cards at Walmart and they stopped me at the door and took them back, refunded my money, and then told me they weren't going to let me back in the store until they could prove I was me. Oh wait...",AmazonHelp,refund_return_cancellation,medium,Verified from Test Split conversation 526634.
GOLDEN_133,2615181,2615181,"Nice one @115830 parcel left on show outside my house, and the items inside are damaged! Useless... https://t.co/zWk0P0nzSh",AmazonHelp,damaged_defective_item,easy,Verified from Test Split conversation 2615181.
GOLDEN_134,2670048,2670048,@AmazonHelp hi will you be running the discounted prime membership as a part of your black Friday/cyber Monday deals this year?,AmazonHelp,prime_subscription_services,medium,Verified from Test Split conversation 2670048.
GOLDEN_135,646734,646732,"@AmazonHelp The whole thing is the item really, it's a screwdriver in a storage box. I haven't checked whether the screwdriver works as I didn't want to unwrap the cellophane as I will need to return it. The main dent is so obvious and as boring as it sounds it's a gift! 🙈",AmazonHelp,refund_return_cancellation,medium,Verified from Test Split conversation 646734.
GOLDEN_136,1096644,1096644,@115821 you're like the biggest fucking company how is it that i got hacked a year ago and you still havent fixed it,AmazonHelp,account_access_security,hard,Verified from Test Split conversation 1096644.
GOLDEN_137,1378489,1378492,@AmazonHelp Preordered SMOdyssey in May. Amazon assured itd arrive release day(today). Now I find out there is a 5 DAY DELAY. DONT PRE-ORDER FROM AMAZON,AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 1378489.
GOLDEN_138,2342036,2342036,I got the refund in amazon pay now I can't transfer it back into the bank account even though I need it badly. @115823 Help!,AmazonHelp,payment_billing_issue,medium,Verified from Test Split conversation 2342036.
GOLDEN_139,2930047,2930047,F**k off @115850. Neither product is refunfed not my amount is returned back. https://t.co/NfY46sH1r2,AmazonHelp,refund_return_cancellation,hard,Verified from Test Split conversation 2930047.
GOLDEN_140,1832104,1832103,@AmazonHelp How would they help? I did speak to Amex though to have my card blocked. This is FYI for you guys to know that customers data is being stolen.,AmazonHelp,account_access_security,medium,Verified from Test Split conversation 1832104.
GOLDEN_141,2934497,2934497,i ordered with my #AmazonPrime to see if your orders arriving in 2 days is legit. ill tweet again on Friday because that's when its supposed to be delivered @115821,AmazonHelp,general_inquiry_support,easy,Verified from Test Split conversation 2934497.
GOLDEN_142,980023,980023,"Hallo @115825 , wieso finde ich unter PRIME Filmgenres keine Dokus mehr?",AmazonHelp,general_inquiry_support,easy,Verified from Test Split conversation 980023.
GOLDEN_143,2042177,2042177,Por fin me llego a sufrir pasandolo hoy mismo @116875 @237775 @82194 https://t.co/b1UCKialUN,AmazonHelp,general_inquiry_support,hard,Verified from Test Split conversation 2042177.
GOLDEN_144,446758,446754,@AmazonHelp Well this is the bit I’m abit unsure with. I have printed out a couple of barcodes for the return but do I have to carry this 55inch tv into the post office in my own time or do you send the courier van back here to collect it then to refund me ??,AmazonHelp,refund_return_cancellation,medium,Verified from Test Split conversation 446758.
GOLDEN_145,349900,349900,"@115821 disgraceful. Sent defective item. Phoned 3 times, hung up on twice and told Amazon don't know nothing about this go to maunfacturer.",AmazonHelp,damaged_defective_item,hard,Verified from Test Split conversation 349900.
GOLDEN_146,2824018,2824018,"@AmazonHelp Hi, tracking says my order was delivered through the letterbox yesterday but it wasn't? Not sure what to do!",AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 2824018.
GOLDEN_147,425177,425175,"@AmazonHelp Unfortunately it was delivered, it wasn’t dispatched until 19:10 today...",AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 425177.
GOLDEN_148,893164,893164,So I preordered Turtles All the Way Down 2 months ago & amazon waits to charge it today when I have $.79 in my bank account🙃,AmazonHelp,payment_billing_issue,hard,Verified from Test Split conversation 893164.
GOLDEN_149,511649,511646,"@AmazonHelp I'm not sure who decided that you'd just use everyday people to deliver orders, but it's a terrible idea and is clearly not working. Someone took a shit in a driveway. Someone stole my items. Someone swapped out packages. Come on, guys. Get smart.",AmazonHelp,damaged_defective_item,medium,Verified from Test Split conversation 511649.
GOLDEN_150,2807523,2807523,@115821 get your warehouse together. I'm tired of receiving the wrong or broken products and then having to go back and return it. It's happening at an alarmingly increasing rate.,AmazonHelp,damaged_defective_item,hard,Verified from Test Split conversation 2807523.
GOLDEN_151,1501781,1501780,@AmazonHelp Looking to pre-order Pokemon Ultrasun on Nintendo 3DS,AmazonHelp,general_inquiry_support,medium,Verified from Test Split conversation 1501781.
GOLDEN_152,1008944,1008944,@115850 Order details. https://t.co/6VoPcLWfgg,AmazonHelp,general_inquiry_support,medium,Verified from Test Split conversation 1008944.
GOLDEN_153,1616038,1616038,Defective water filter sold...the tap leaks in shut-position Order# 407-7562012-9054745 #Nuisance @115821 @115850 @115851 @1840,AmazonHelp,damaged_defective_item,hard,Verified from Test Split conversation 1616038.
GOLDEN_154,1222993,1435758,@AmazonHelp I didn't get one it said (Delivery date pending. We'll email you as soon as we have a delivery date.) But I assumed it would be around today,AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 1222993.
GOLDEN_155,103045,103040,"@AmazonHelp UPS pour la partie que j’ai pu récupérer aujourd’hui, la poste pour la deuxième partie... le tout devant arriver hier",AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 103045.
GOLDEN_156,1400633,1400632,@AmazonHelp Your service quality is really poor.. delivery and return pickup of any item is very time taking,AmazonHelp,refund_return_cancellation,medium,Verified from Test Split conversation 1400633.
GOLDEN_157,619976,619976,@117086 Alguma chance de entrar um Kindle na promo sexta feira ?,AmazonHelp,prime_subscription_services,hard,Verified from Test Split conversation 619976.
GOLDEN_158,2704977,2704977,"@115821 i am trying to reset my password -- i clicked on reset password, i got the email, i changed my password, but I still can't login. Now with CS and it's taking forever.",AmazonHelp,account_access_security,hard,Verified from Test Split conversation 2704977.
GOLDEN_159,2567030,2567030,Ordered a Christmas brooch from @115830 for same day posting...came literally after i've had my dinner. My only complaint is...why does the package box need to be so big? Thought we were trying to save the environment. https://t.co/qJ0VL8nLe0,AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 2567030.
GOLDEN_160,1429845,1429845,@115850 I filed a return and nobody came to pick it up. Order ID 408-2494151-3014703,AmazonHelp,refund_return_cancellation,hard,Verified from Test Split conversation 1429845.
GOLDEN_161,861246,861260,@115850 @AmazonHelp Kindly follow me back so dat i can DM my details to claim the prize.,AmazonHelp,general_inquiry_support,medium,Verified from Test Split conversation 861246.
GOLDEN_162,746023,746014,"@AmazonHelp Mas eu preciso fazer login para entrar em contato com o SAC, não?",AmazonHelp,account_access_security,medium,Verified from Test Split conversation 746023.
GOLDEN_163,2422754,2422754,"@AmazonHelp I had requested for replacement of my kindle device under warranty. However, even after a week after raising the original request, no service personnel has contacted me. User mail:__email__ ORDER # 408-5987349-1861106",AmazonHelp,prime_subscription_services,medium,Verified from Test Split conversation 2422754.
GOLDEN_164,317477,317475,"@AmazonHelp I tried to find a customer services email address to report it, but couldn’t find one. And the chat only guides you to a phone call",AmazonHelp,general_inquiry_support,medium,Verified from Test Split conversation 317477.
GOLDEN_165,888273,888273,@115850 @119863 ORDER # 402-5276146-0938764 my deliver product nither refund nor any other resolution Froud e-comm,AmazonHelp,refund_return_cancellation,easy,Verified from Test Split conversation 888273.
GOLDEN_166,920929,920940,@115850 Easy replacement or refund without notice joker lier no ethics and policy follow @115851 @115850 joker's,AmazonHelp,refund_return_cancellation,easy,Verified from Test Split conversation 920929.
GOLDEN_167,2531371,2531371,@AmazonHelp I emailed but haven’t heard anything. I’ve been charged twice for a kids kindle fire! Please advise,AmazonHelp,payment_billing_issue,medium,Verified from Test Split conversation 2531371.
GOLDEN_168,27847,27847,@115850 Order No. #402-4667119-6645143 return requested but not yet received the refund.Amazon do something regarding it. https://t.co/vYGomUmP8L,AmazonHelp,refund_return_cancellation,easy,Verified from Test Split conversation 27847.
GOLDEN_169,1201299,1201301,@AmazonHelp Original Date - 14th Expected - 18th Says it is on it's way,AmazonHelp,general_inquiry_support,medium,Verified from Test Split conversation 1201299.
GOLDEN_170,2881344,2881344,@115830 I am trying to return a parcel but the pick up service being offered is only available during daytime hours. Is this a joke?,AmazonHelp,refund_return_cancellation,hard,Verified from Test Split conversation 2881344.
GOLDEN_171,994301,994309,@AmazonHelp Why refund is not being processed.,AmazonHelp,refund_return_cancellation,medium,Verified from Test Split conversation 994301.
GOLDEN_172,351443,351443,@115850 Received a faulty product n requested for return. 10 days still pick is not done. it keeps on re-scheduling everyday. #PoorService,AmazonHelp,damaged_defective_item,hard,Verified from Test Split conversation 351443.
GOLDEN_173,1249710,1249710,and now the panic sets in because i needed this by tonight. @115821 😤 it shipped later than it should have & now it didn’t arrive on “time.” https://t.co/ICr2PEYKUl,AmazonHelp,delivery_tracking_delay,hard,Verified from Test Split conversation 1249710.
GOLDEN_174,445530,445503,@132995 @115850 @132995 Received my new OnePlus 5t with scratch on d back camera.There's no option for replace d product only return is available. Need help https://t.co/YiVyeWwe0y,AmazonHelp,refund_return_cancellation,medium,Verified from Test Split conversation 445530.
GOLDEN_175,291322,291322,"Hey @115830 This isn’t what a healthy Kindle looks like, right? Any ideas? Tried reset button 40 second etc. https://t.co/u8dBo8guqP",AmazonHelp,prime_subscription_services,hard,Verified from Test Split conversation 291322.
GOLDEN_176,13567,13567,@115821 it’s not nice to upset a kid (my daughter) on Halloween waitin’ for her dress it was prime and extra paid and you guys failed her !,AmazonHelp,general_inquiry_support,easy,Verified from Test Split conversation 13567.
GOLDEN_177,665401,665383,@AmazonHelp The login page states that my account is locked. Really.....,AmazonHelp,account_access_security,medium,Verified from Test Split conversation 665401.
GOLDEN_178,1339582,1339579,@AmazonHelp Ok thanks. Will try that later then,AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 1339582.
GOLDEN_179,2682933,2682933,My Kindle Oasis refuses to let me read my ebook; screen keeps flashing and bringing up menus I didn’t tap. Resetting didn’t help ☹️ https://t.co/HcMO5Jokga,AmazonHelp,prime_subscription_services,medium,Verified from Test Split conversation 2682933.
GOLDEN_180,2337579,2337579,@115823 My emails are not getting any response from ur end. Not sure if someone is getting them.,AmazonHelp,general_inquiry_support,hard,Verified from Test Split conversation 2337579.
GOLDEN_181,757795,757792,@AmazonHelp Have i Ordered too late then?,AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 757795.
GOLDEN_182,1190239,1190255,"@AmazonHelp @AmazonHelp It says refund will take 2hrs to 48hrs, But both these deadline have already been crossed, Is there any executive who can call me to tell exactly what's happening, You all are working on this issue but still no resolution, Pls arrange a callback",AmazonHelp,refund_return_cancellation,medium,Verified from Test Split conversation 1190239.
GOLDEN_183,676736,676736,@115821 Two-Step Verification no found. I can't log into my account. 2 weeks called and don't solve anything.,AmazonHelp,account_access_security,hard,Verified from Test Split conversation 676736.
GOLDEN_184,2073906,2073906,So with my amazon account suspended (which makes me unable to login) they still charged my amazon prime subscription. @115821 then I tried to cancel & get my refund calling the customer care service and I’m not able to. Who’s the worst? You amazon,AmazonHelp,account_access_security,easy,Verified from Test Split conversation 2073906.
GOLDEN_185,2824770,2824770,@AmazonHelp Complaint raised around 45 days back that not getting subtitles while watching movies with Prime Video on TV Still not solved,AmazonHelp,prime_subscription_services,medium,Verified from Test Split conversation 2824770.
GOLDEN_186,964964,964965,@AmazonHelp I have already reached out by phone when I was charged twice. After I called Amazon I was charged a 3rd time. 3 charges for 1 membership.,AmazonHelp,payment_billing_issue,medium,Verified from Test Split conversation 964964.
GOLDEN_187,2499106,2499106,@116928 se ha vuelto a perder un pedido y @96949 niega tenero aunque figura en el tracking. Es la 2a vez que pasa esto y es un regalo. He solicitado retorno en vuestra web para un reintegro pero hay que mandar de vuelta un paquete que NO tengo. Estoy francamente harta,AmazonHelp,damaged_defective_item,easy,Verified from Test Split conversation 2499106.
GOLDEN_188,1443284,1443284,"@115850 blatantly overcharging for a product, invoice accompanying the product is higher than the MRP mentioned on product packaging!",AmazonHelp,payment_billing_issue,hard,Verified from Test Split conversation 1443284.
GOLDEN_189,2452168,2452168,"@AmazonHelp Hello Amazon, what to do if some parts of product order is defective?? @115850 HomeGymCycle 1Pedal not proper back seat missi",AmazonHelp,damaged_defective_item,medium,Verified from Test Split conversation 2452168.
GOLDEN_190,839040,839040,@AmazonHelp sir I have ordered redmi 4 from my Amazon a/c 9646979861 and later cancelled it . 7 days passed but money not refunded. Help ..,AmazonHelp,refund_return_cancellation,medium,Verified from Test Split conversation 839040.
GOLDEN_191,2416592,2416589,@AmazonHelp I just need a call back on my number as the invoice which is cmg online is in Rs.0 but I want the invoice in d complete amt dat I paid,AmazonHelp,payment_billing_issue,medium,Verified from Test Split conversation 2416592.
GOLDEN_192,597940,597940,@AmazonHelp qué hago? https://t.co/AHHW9qIf07,AmazonHelp,general_inquiry_support,medium,Verified from Test Split conversation 597940.
GOLDEN_193,402197,402197,@AmazonHelp Hermes Courier breakables thrown over Garden fence. Package left in front of house in full view of street. Delivery insx ignored,AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 402197.
GOLDEN_194,340895,340899,@AmazonHelp Can I message you?,AmazonHelp,general_inquiry_support,medium,Verified from Test Split conversation 340895.
GOLDEN_195,206118,206124,@AmazonHelp Give my money back! U crooks !,AmazonHelp,refund_return_cancellation,medium,Verified from Test Split conversation 206118.
GOLDEN_196,1786137,1786137,@115821 please tell me why I have been charged twice for amazon prime when it says on my account I am not a prime member?? #help https://t.co/HhMLhfacWD,AmazonHelp,payment_billing_issue,medium,Verified from Test Split conversation 1786137.
GOLDEN_197,910356,910356,@115850 I got an sms saying your product has been delivered but the product is not yet delivered how is this possible? https://t.co/PgHsG4rqXB,AmazonHelp,delivery_tracking_delay,hard,Verified from Test Split conversation 910356.
GOLDEN_198,2504973,2504973,@AmazonHelp Amazon Logistics is not working out for me! Of the last 4 deliveries I believe all 4 were misdelivered to a neighbor! DM with more details to follow!,AmazonHelp,damaged_defective_item,medium,Verified from Test Split conversation 2504973.
GOLDEN_199,472493,472488,@AmazonHelp I emailed and left feedback,AmazonHelp,general_inquiry_support,medium,Verified from Test Split conversation 472493.
GOLDEN_200,1227047,1227047,"Hi @AmazonHelp, I am writing bc I got charged twice. I am wondering if you can help me with this situation please? Thank you!",AmazonHelp,payment_billing_issue,medium,Verified from Test Split conversation 1227047.
